entity,entity_full_name,agency,date,action_type,from_rating,to_rating,instrument_type,rationale_url,notes
IIFL Finance,IIFL Finance Limited,CRISIL,2025-07-02,affirmed,Provisional CRISIL AA+ (SO),CRISIL AA+ (SO),Series A PTCs (securitized),,Trust: Liquid Gold Series 11; Securitisation; Debt Listed; Source: current
IIFL Finance,IIFL Finance Limited,CRISIL,2025-07-09,initial,,Provisional CRISIL AAA (SO),Series A PTCs (securitized),,Trust: LIQUID GOLD SERIES 13 June 2025; Securitisation; Debt Listed; Source: current
IIFL Finance,IIFL Finance Limited,CRISIL,2025-07-10,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A PTCs (securitized),,Trust: LIQUID GOLD SERIES 13 June 2025; Securitisation; Debt Listed; Source: current
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2007-03-30,initial,,[ICRA] AAA,NCD,,source=history_H1_2023-2024
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-08-06,downgrade,[ICRA]AAA,[ICRA]AA+,Long Term Debt,https://www.icra.in/Rating/ShowRationalReportFilePdf/8461,LT loans and debentures downgraded from AAA to AA+; CP reaffirmed at A1+; rising gearing ratio 3.08x
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-08-06,downgrade,[ICRA] AAA,[ICRA] AA+,NCD,,source=history_H1_2023-2024
IL&FS,Infrastructure Leasing & Financial Services Limited,CARE,2018-09-08,downgrade,CARE AA+,CARE BB,Long Term Debt,,LT instruments downgraded from AA+ to BB concurrent with ICRA
IL&FS,Infrastructure Leasing & Financial Services Limited,CARE,2018-09-08,downgrade,CARE A1+,CARE A4,Commercial Paper,,CP downgraded from A1+ to A4
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-09-08,downgrade,[ICRA]AA+,[ICRA]BB,Long Term Debt,https://www.ilfsindia.com/media/2042/infrastructure-leasing-financial-services-limited-revision-11092018.pdf,NCD Rs 5225 cr and loans Rs 350 cr downgraded from AA+ to BB; CP from A1+ to A4; significant liquidity tightness
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-09-08,downgrade,[ICRA]A1+,[ICRA]A4,Commercial Paper,,CP programme Rs 2500 cr downgraded from A1+ to A4
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-09-08,downgrade,[ICRA] AA+,[ICRA] BB,NCD,,source=history_H1_2023-2024
IL&FS,Infrastructure Leasing & Financial Services Limited,India Ratings,2018-09-08,downgrade,IND AA+,IND BB,Long Term Debt,https://www.ilfsindia.com/media/2053/changes-in-revised-credit-rating-18092018.pdf,LT issuer rating downgraded from IND AA+ to IND BB; placed on RWN
IL&FS,Infrastructure Leasing & Financial Services Limited,India Ratings,2018-09-08,downgrade,IND A1+,IND A4+,Commercial Paper,,ST issuer rating downgraded from IND A1+ to IND A4+; placed on RWN
IL&FS,Infrastructure Leasing & Financial Services Limited,CARE,2018-09-17,default,CARE BB,CARE D,Long Term Debt,,All LT instruments downgraded to D; Rs 20942 cr outstanding rated by CARE
IL&FS,Infrastructure Leasing & Financial Services Limited,CARE,2018-09-17,default,CARE A4,CARE D,Commercial Paper,,CP downgraded to D
IL&FS,Infrastructure Leasing & Financial Services Limited,CRISIL,2018-09-17,default,CRISIL AAA,CRISIL D,Long Term Debt,,Multi-notch downgrade from AAA to D; CRISIL had not downgraded prior to default
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-09-17,default,[ICRA]BB,[ICRA]D,Long Term Debt,,All LT instruments downgraded to D after multiple defaults; Rs 11725 cr outstanding
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-09-17,default,[ICRA]A4,[ICRA]D,Commercial Paper,,CP downgraded to D
IL&FS,Infrastructure Leasing & Financial Services Limited,ICRA,2018-09-17,default,[ICRA] BB,[ICRA] D,NCD,,source=history_H1_2023-2024
IL&FS,Infrastructure Leasing & Financial Services Limited,India Ratings,2018-09-17,default,IND BB,IND D,Long Term Debt,,All ratings downgraded to D after confirmed defaults
IL&FS Financial Services,IL&FS Financial Services Limited,CARE,2018-08-16,downgrade,CARE AA+,CARE BB,Non Convertible Debentures,https://www.moneylife.in/article/ilfs-financial-services-rs4800-crore-ncd-downgraded-to-bb-on-debt-concerns/55248.html,NCD Rs 4800 cr downgraded from AA+ to BB; credit watch negative; significant liquidity deterioration
IL&FS Financial Services,IL&FS Financial Services Limited,CARE,2018-09-08,downgrade,CARE BB,CARE D,Long Term Debt,,Further downgrade to D; CP defaults confirmed; Aug 28 CP could not be paid on due date settled Aug 31
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2018-09-08,downgrade,[ICRA]AA+,[ICRA]BB,Long Term Debt,,LT ratings downgraded from AA+ to BB alongside parent
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2018-09-08,downgrade,[ICRA]A1+,[ICRA]A4,Commercial Paper,,CP ratings downgraded from A1+ to A4
IL&FS Financial Services,IL&FS Financial Services Limited,India Ratings,2018-09-08,downgrade,IND AA+,IND C,Long Term Debt,,Downgraded to IND C reflecting severe liquidity tightness at IFIN
IL&FS Financial Services,IL&FS Financial Services Limited,CARE,2018-09-17,default,CARE D,CARE D,Long Term Debt,,Reaffirmed at D; all instruments in default
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2018-09-17,default,[ICRA]BB,[ICRA]D,Long Term Debt,,All ratings downgraded to D
IL&FS Financial Services,IL&FS Financial Services Limited,India Ratings,2018-09-17,default,IND C,IND D,Long Term Debt,,Downgraded to D after confirmed defaults
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2024-12-04,initial,,[ICRA] BBB+,Spartan 11 2024 Series A1 PTC,,source=history_H2_2024-2025
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2025-01-03,initial,,[ICRA] BBB+,Wembley 12 2024 Series A1 PTC,,source=history_H2_2024-2025
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2025-06-10,affirmed,[ICRA] BBB+ (SO),[ICRA] BBB (SO) Rating Watch with Negative Implications,"Spartan 11 2024,Series A1 PTC",,source=movement_H1_2025-2026; trigger=Business Update
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2025-06-10,affirmed,[ICRA] BBB+,(SO),Spartan 11 2024 Series A1 PTC,,source=history_H1_2025-2026
IL&FS Financial Services,IL&FS Financial Services Limited,ICRA,2025-08-11,affirmed,[ICRA] BBB (SO) Rating Watch with Negative Implications,[ICRA] BB+ (SO) Rating Watch with Negative Implications,"Spartan 11 2024,Series A1 PTC",,source=movement_H1_2025-2026; trigger=Business Update
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2015-09-24,initial,,[ICRA] AA+,NCD,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2016-12-12,upgrade,[ICRA] AA+,[ICRA] AAA,NCD,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2016-12-12,initial,,[ICRA] AAA,NCD,,source=history_H1_2024-2025
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2017-11-03,initial,,[ICRA] AA+,NCD,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2021-09-15,initial,,[ICRA] AA+,Basel III Tier II,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2021-09-15,initial,,[ICRA] AA,Perpetual Debt,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2023-03-06,upgrade,[ICRA] AA+ (Positive),[ICRA] AAA (Stable),Long-term bonds programme FY2023,,source=movement_H2_2022-2023; trigger=Annual Surveillance
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2023-03-06,upgrade,[ICRA] AA (Positive),[ICRA] AA+ (Stable),Perpetual bonds,,source=movement_H2_2022-2023; trigger=Annual Surveillance
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2023-03-06,upgrade,[ICRA] AA+,[ICRA] AAA,Basel III Tier II,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2023-03-06,upgrade,[ICRA] AA,[ICRA] AA+,Perpetual Debt,,source=history_H1_2023-2024
IREDA,Indian Renewable Energy Development Agency Limited,ICRA,2024-05-08,initial,,[ICRA] A1+,NCD,,source=history_H1_2024-2025
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2010-06-24,initial,,[ICRA] AA,NCD,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2013-03-26,initial,,CRISIL AA,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2013-04-03,initial,,CRISIL AA+(SO),Securitized,,Trust: Innovation Trust VII Mar 13; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2013-10-11,initial,,CRISIL AA+(SO),Securitized,,Trust: Innovation Trust XIV Sep 2013; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2014-01-06,initial,,CRISIL AA(SO),Securitized,,Trust: Innovation Trust - XVI Dec 13; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2014-03-26,initial,,[ICRA] AA,Innovation Trust XX Mar-14(PTC SERIES A1),,source=history_H2_2022-2023
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2014-06-24,upgrade,[ICRA] AA,[ICRA] AA+,NCD,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2014-07-31,upgrade,CRISIL AA,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2014-12-03,initial,,CRISIL AA+,Retail Bond,,Housing Finance Company; Listed; Source: archive/2024-03
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2015-03-13,initial,,CRISIL AA+(SO),Securitized,,Trust: Innovation Trust XXII Feb 15; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2016-05-04,upgrade,[ICRA] AA,[ICRA] AA+,Innovation Trust XX Mar-14(PTC SERIES A1),,source=history_H2_2022-2023
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2016-10-07,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXIV Sept 2016; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-02-01,initial,,CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XV Dec 2016; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-02-03,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXIV Sept 2016; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-04-17,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXVII Mar 2017; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2017-05-15,upgrade,[ICRA] AA+,[ICRA] AAA,Innovation Trust XX Mar-14(PTC SERIES A1),,source=history_H2_2022-2023
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2017-06-07,upgrade,[ICRA] AA+,[ICRA] AAA,NCD,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2017-07-05,initial,,[ICRA] AAA,Innovation Trust XXVIII Jun 2017 PTC Series A,,source=history_H2_2022-2023
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-08-01,upgrade,CRISIL AA+(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust VII Mar 13; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-08-10,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXVII Mar 2017; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2017-09-05,initial,,[ICRA] AAA,Subordinate Debt,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2017-09-25,initial,,[ICRA] AAA,Innovation Trust XXIX Sept 2017 PTC Series A,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-10-30,upgrade,CRISIL AA(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust - XVI Dec 13; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-11-20,upgrade,CRISIL AA+(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XIV Sep 2013; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-11-29,upgrade,CRISIL AA+,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2017-12-15,initial,,CRISIL AAA,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2024-03
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2018-03-21,initial,,CRISIL AAA,Subordinated Debt,,Housing Finance Company; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2018-05-29,initial,,CRISIL AAA,Retail Bond,,Housing Finance Company; Listed; Source: archive/2024-03
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2018-12-11,initial,,Provisional CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXX Nov 2018; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2019-03-29,affirmed,Provisional CRISIL AAA(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXX Nov 2018; BFSI; Unlisted; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2019-08-30,downgrade,[ICRA] AAA,[ICRA] AA+,Subordinate Debt,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2019-09-10,downgrade,CRISIL AAA,CRISIL AA+,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2019-12-24,initial,,[ICRA] AAA,Innovation Trust XXIX Dec-19 PTC Series A,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2020-01-02,initial,,[ICRA] AA,Innovation Trust XXXII Dec-19  Assignee Payouts,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-01-08,initial,,Provisional CRISIL AA(SO),Securitized,,Trust: Innovation Trust XXX; BFSI; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-02-07,downgrade,CRISIL AA+,CRISIL AA,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2020-02-20,downgrade,[ICRA] AA+,[ICRA] AA,Subordinate Debt,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-02-28,affirmed,Provisional CRISIL AA(SO),CRISIL AA(SO),Securitized,,Trust: Innovation Trust XXX; BFSI; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-03-30,initial,,Provisional CRISIL AA (SO),Series A PTCs (securitized),,Trust: Innovation Trust XXXVI Feb 20; Securitisation; Unlisted; Source: archive/2024-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-03-30,initial,,Provisional CRISIL AA(SO),Series A PTCs (securitized),,Trust: Innovation Trust XXXVI Feb 20; Securitisation; Unlisted; Source: archive/2023-10
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-07-09,affirmed,Provisional CRISIL AA(SO),CRISIL AA(SO),Series A PTCs (securitized),,Trust: Innovation Trust XXXVI Feb 20; Securitisation; Unlisted; Source: archive/2023-10
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2020-07-09,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A PTCs (securitized),,Trust: Innovation Trust XXXVI Feb 20; Securitisation; Unlisted; Source: archive/2024-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2021-02-04,initial,,Provisional CRISIL AA(SO),Acquirer Payouts (securitized),,Trust: IBHFL HL PCG Dec 20; Housing Finance Company; Unlisted; Source: archive/2024-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2021-02-08,affirmed,Provisional CRISIL AA(SO),CRISIL AA(SO),Acquirer Payouts (securitized),,Trust: IBHFL HL PCG Dec 20; Housing Finance Company; Unlisted; Source: archive/2024-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2021-09-24,initial,,CRISIL AA,Non Convertible Debentures,,Housing Finance Company; Listed; Source: archive/2024-03
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2021-09-27,upgrade,[ICRA] AA,[ICRA] AA+,Innovation Trust XXXII Dec-19  Assignee Payouts,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2021-09-27,affirmed,[ICRA] AA,(SO),Innovation Trust XXXII Dec19 Assignee Payouts,,source=history_H1_2025-2026
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2021-11-22,upgrade,CRISIL AA(SO),CRISIL AAA(SO),Securitized,,Trust: Innovation Trust XXX; BFSI; Listed; Source: archive/2022-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2022-09-29,upgrade,[ICRA] AA+,[ICRA] AAA,Innovation Trust XXXII Dec-19  Assignee Payouts,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,ICRA,2023-02-14,initial,,[ICRA] AAA,INNOVATION TRUST XXVIII SEP 19 PTC Series A,,source=history_H1_2023-2024
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2023-06-09,affirmed,CRISIL AA(SO),CRISIL AAA (SO)Equivalent,Acquirer Payouts (securitized),,Trust: IBHFL HL PCG Dec 20; Housing Finance Company; Unlisted; Source: archive/2024-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2023-06-09,affirmed,CRISIL AA(SO),CRISIL AA+ (SO)Equivalent,Acquirer Payouts (securitized),,Trust: IBHFL HL PCG Dec 20 - NPSL; Securitisation; Unlisted; Source: archive/2024-09
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2023-06-09,upgrade,CRISIL AA(SO),CRISIL AA+ (SO),Securitized,,Trust: IBHFL HL PCG Dec 20 - NPSL; Securitisation; Unlisted; Source: archive/2024-03
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2023-06-09,upgrade,CRISIL AA(SO),CRISIL AAA (SO),Securitized,,Trust: IBHFL HL PCG Dec 20; Securitisation; Unlisted; Source: archive/2024-03
Indiabulls Housing Finance,Indiabulls Housing Finance Limited,CRISIL,2023-11-03,downgrade,CRISIL AAA,CRISIL AA,Subordinated Debt,,Housing Finance Company; Listed; Source: archive/2024-03
JM Financial,JM Financial Limited,CRISIL,2014-07-18,initial,,CRISIL A+,Non Convertible Debentures,,Other Financial Services; Debt Listed; Source: archive/2025-03
JM Financial,JM Financial Limited,ICRA,2014-07-31,initial,,[ICRA] AA,NCD,,source=history_H1_2023-2024
